,Unnamed:_0,Project_Name,Address,No._of_Units,Area_(sqm),Type_of_Area,Transacted_Price_($),Nett_Price($),Unit_Price_($_psm),Unit_Price_($_psf),Sale_Date,Property_Type,Tenure,Completion_Date,Type_of_Sale,Purchaser_Address_Indicator,Postal_District,Postal_Sector,Postal_Code,Planning_Region,Planning_Area,country,city,full_address,gcode,address,room_num,lat,long
4197,4198,THE NEXUS,955 Bukit Timah Road  #03-12,1,98,Strata,1700000.0,-,17347,1612,03-APR-2020,Condominium,Freehold,2006,Resale,Private,21,58,589652,Central Region,Bukit Timah,Singapore,Singapore,"955 Bukit Timah Road  ,Singapore","Bukit Timah Road, Tanglin, Singapore, Central, 297753, Singapore",955 Bukit Timah Road  ,03-12,1.3217784,103.8214728
4198,4199,COSTA RHU,3 Rhu Cross  #02-05,1,92,Strata,1128000.0,-,12261,1139,03-APR-2020,Condominium,99 Yrs From 30/05/1994,1997,Resale,Private,15,43,437433,Central Region,Kallang,Singapore,Singapore,"3 Rhu Cross  ,Singapore","Rhu Cross, Kallang, Southeast, 437435, Singapore",3 Rhu Cross  ,02-05,1.2972924,103.8673036
4199,4200,TREASURE AT TAMPINES,25 Tampines Lane  #12-82,1,43,Strata,702000.0,-,16326,1517,03-APR-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528473,East Region,Tampines,Singapore,Singapore,"25 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",25 Tampines Lane  ,12-82,1.3546528,103.9435712
4200,4201,TREASURE AT TAMPINES,3 Tampines Lane  #08-13,1,55,Strata,828000.0,-,15055,1399,03-APR-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528483,East Region,Tampines,Singapore,Singapore,"3 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",3 Tampines Lane  ,08-13,1.3546528,103.9435712
4201,4202,368 THOMSON,368 Thomson Road  #33-03,1,121,Strata,2150000.0,-,17769,1651,03-APR-2020,Condominium,Freehold,2014,Resale,N.A,11,29,298127,Central Region,Novena,Singapore,Singapore,"368 Thomson Road  ,Singapore","368 Thomson, 368, Thomson Road, Novena, Singapore, Central, 329901, Singapore",368 Thomson Road  ,33-03,1.32716875,103.84194460410725
4202,4203,MONTVIEW,63 Mount Sinai Drive  #18-02,1,162,Strata,2950000.0,-,18210,1692,03-APR-2020,Condominium,Freehold,2008,Resale,Private,10,27,277116,Central Region,Bukit Timah,Singapore,Singapore,"63 Mount Sinai Drive  ,Singapore","Montview, 63, Mount Sinai Drive, Bukit Timah, Northwest, 277116, Singapore",63 Mount Sinai Drive  ,18-02,1.3168301,103.77724417810857
4203,4204,ESTELLA GARDENS,25 Flora Road  #06-05,1,61,Strata,635000.0,-,10410,967,03-APR-2020,Condominium,Freehold,1999,Resale,Private,17,50,509740,East Region,Pasir Ris,Singapore,Singapore,"25 Flora Road  ,Singapore","Flora Road, Changi, Southeast, 510149, Singapore",25 Flora Road  ,06-05,1.3609514,103.9636132
4204,4205,SOLEIL @ SINARAN,6 Sinaran Drive  #28-09,1,102,Strata,2025000.0,-,19853,1844,03-APR-2020,Condominium,99 Yrs From 23/10/2006,2011,Resale,Private,11,30,307468,Central Region,Novena,Singapore,Singapore,"6 Sinaran Drive  ,Singapore","Sinaran Drive, Novena, Singapore, Central, 307506, Singapore",6 Sinaran Drive  ,28-09,1.3208531,103.8447814
4205,4206,D'NEST,145 Pasir Ris Grove  #08-67,1,131,Strata,1510000.0,-,11527,1071,03-APR-2020,Condominium,99 Yrs From 20/10/2010,2017,Resale,Private,18,51,518137,East Region,Pasir Ris,Singapore,Singapore,"145 Pasir Ris Grove  ,Singapore","Pasir Ris Grove, Pasir Ris, Northeast, 518141, Singapore",145 Pasir Ris Grove  ,08-67,1.3707953,103.945957
4206,4207,JADESCAPE,4 Shunfu Road  #14-14,1,49,Strata,913800.0,-,18649,1733,03-APR-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575743,Central Region,Bishan,Singapore,Singapore,"4 Shunfu Road  ,Singapore","Shunfu Road, Bishan, Singapore, Central, 574339, Singapore",4 Shunfu Road  ,14-14,1.351898,103.8375169
4207,4208,WOODSVALE,9 Woodlands Drive 72  #06-27,1,115,Strata,755000.0,-,6565,610,03-APR-2020,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738093,North Region,Woodlands,Singapore,Singapore,"9 Woodlands Drive 72  ,Singapore","Woodlands Drive 72, Woodlands, Northwest, 730789, Singapore",9 Woodlands Drive 72  ,06-27,1.4428446,103.8046935
4208,4209,SIMS URBAN OASIS,18 Sims Drive  #12-60,1,96,Strata,1570000.0,-,16354,1519,03-APR-2020,Condominium,99 Yrs From 29/07/2014,2017,Resale,Private,14,38,387394,Central Region,Geylang,Singapore,Singapore,"18 Sims Drive  ,Singapore","18, Sims Drive, Geylang, Southeast, 387385, Singapore",18 Sims Drive  ,12-60,1.319502,103.88103255301243
4209,4210,FERRARIA PARK CONDOMINIUM,16 Flora Drive  #06-25,1,87,Strata,810000.0,-,9310,865,03-APR-2020,Condominium,Freehold,2009,Resale,Private,17,50,506945,East Region,Pasir Ris,Singapore,Singapore,"16 Flora Drive  ,Singapore","Flora Drive, Changi, Southeast, 509733, Singapore",16 Flora Drive  ,06-25,1.3593443,103.9648774
4210,4211,JADESCAPE,2 Shunfu Road  #15-06,1,49,Strata,934900.0,-,19080,1773,03-APR-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575742,Central Region,Bishan,Singapore,Singapore,"2 Shunfu Road  ,Singapore","Shunfu Road, Bishan, Singapore, Central, 574424, Singapore",2 Shunfu Road  ,15-06,1.3523515,103.8371621
4211,4212,ASCENTIA SKY,1 Alexandra View  #42-01,1,185,Strata,3190000.0,-,17243,1602,03-APR-2020,Condominium,99 Yrs From 26/03/2008,2013,Resale,Private,3,15,158748,Central Region,Bukit Merah,Singapore,Singapore,"1 Alexandra View  ,Singapore","Ascentia Sky, 1, Alexandra View, Radin Mas, Bukit Merah, Singapore, Central, 158748, Singapore",1 Alexandra View  ,42-01,1.29092415,103.81703385703432
4212,4213,THE PALETTE,105 Pasir Ris Grove  #09-14,1,108,Strata,1225000.0,-,11343,1054,03-APR-2020,Condominium,99 Yrs From 20/10/2010,2015,Resale,Private,18,51,518197,East Region,Pasir Ris,Singapore,Singapore,"105 Pasir Ris Grove  ,Singapore","105, Pasir Ris Grove, NV Residences, Pasir Ris, Northeast, 518194, Singapore",105 Pasir Ris Grove  ,09-14,1.37045095,103.94438125330339
4213,4214,JADESCAPE,6 Shunfu Road  #19-20,1,98,Strata,1825300.0,-,18626,1730,03-APR-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575744,Central Region,Bishan,Singapore,Singapore,"6 Shunfu Road  ,Singapore","Shunfu Road, Bishan, Singapore, Central, 575629, Singapore",6 Shunfu Road  ,19-20,1.353224,103.8360152
4214,4215,MAYFAIR MODERN,2 Rifle Range Road  #01-08,1,48,Strata,998000.0,-,20792,1932,03-APR-2020,Condominium,99 Yrs From 18/09/2018,Uncompleted,New Sale,N.A,21,58,588373,Central Region,Bukit Timah,Singapore,Singapore,"2 Rifle Range Road  ,Singapore","Rifle Range Road, Central Water Catchment, Northwest, 289759, Singapore",2 Rifle Range Road  ,01-08,1.3534836,103.7883671
4215,4216,RIVERSAILS,12 Upper Serangoon Crescent  #02-31,1,150,Strata,1600000.0,-,10667,991,03-APR-2020,Condominium,99 Yrs From 07/12/2011,2016,Resale,Private,19,53,534030,North East Region,Hougang,Singapore,Singapore,"12 Upper Serangoon Crescent  ,Singapore","Upper Serangoon Crescent, Hougang, Northeast, 534032, Singapore",12 Upper Serangoon Crescent  ,02-31,1.3777947,103.9021315
4216,4217,ARDMORE PARK,11 Ardmore Park  #10-04,1,268,Strata,8000000.0,-,29851,2773,02-APR-2020,Condominium,Freehold,2001,Resale,Private,10,25,259957,Central Region,Newton,Singapore,Singapore,"11 Ardmore Park  ,Singapore","Block 11, 11, Ardmore Park, Newton, Singapore, Central, 259961, Singapore",11 Ardmore Park  ,10-04,1.3097726,103.83007066662877
4217,4218,CARIBBEAN AT KEPPEL BAY,36 Keppel Bay Drive  #02-78,1,176,Strata,2980000.0,-,16932,1573,02-APR-2020,Condominium,99 Yrs From 16/08/1999,2004,Resale,Private,4,9,98653,Central Region,Bukit Merah,Singapore,Singapore,"36 Keppel Bay Drive  ,Singapore","36, Keppel Bay Drive, Radin Mas, Bukit Merah, Singapore, Central, 098632, Singapore",36 Keppel Bay Drive  ,02-78,1.26551755,103.81426195399716
4218,4219,REFLECTIONS AT KEPPEL BAY,33 Keppel Bay View  #28-94,1,83,Strata,1460000.0,-,17590,1634,02-APR-2020,Condominium,99 Yrs From 15/03/2006,2011,Resale,Private,4,9,98419,Central Region,Bukit Merah,Singapore,Singapore,"33 Keppel Bay View  ,Singapore","33, Keppel Bay View, Reflections At Keppel Bay, Bukit Merah, Singapore, Central, 098419, Singapore",33 Keppel Bay View  ,28-94,1.267278,103.81113838330273
4219,4220,THE TAMPINES TRILLIANT,31 Tampines Central 7  #06-44,1,93,Strata,1080000.0,-,11613,1079,02-APR-2020,Executive Condominium,99 Yrs From 13/07/2011,2015,Resale,Private,18,52,528613,East Region,Tampines,Singapore,Singapore,"31 Tampines Central 7  ,Singapore","31, Tampines Central 7, Tampines, Northeast, 528613, Singapore",31 Tampines Central 7  ,06-44,1.3599679999999998,103.93994919908747
4220,4221,8@WOODLEIGH,8 Woodleigh Close  #15-22,1,154,Strata,2180000.0,-,14156,1315,02-APR-2020,Condominium,99 Yrs From 22/09/2008,2012,Resale,Private,13,35,357903,Central Region,Toa Payoh,Singapore,Singapore,"8 Woodleigh Close  ,Singapore","8@Woodleigh, 8, Woodleigh Close, Toa Payoh, Southeast, 357903, Singapore",8 Woodleigh Close  ,15-22,1.33638535,103.86974069044952
4221,4222,SIMS URBAN OASIS,10 Sims Drive  #09-38,1,38,Strata,630000.0,-,16579,1540,02-APR-2020,Condominium,99 Yrs From 29/07/2014,2017,Resale,Private,14,38,387390,Central Region,Geylang,Singapore,Singapore,"10 Sims Drive  ,Singapore","Corner Stone Building, 10, Sims Drive, Geylang, Southeast, 387299, Singapore",10 Sims Drive  ,09-38,1.31563215,103.87695400291959
4222,4223,CASPIAN,52 Lakeside Drive  #14-11,1,111,Strata,1350000.0,-,12162,1130,02-APR-2020,Condominium,99 Yrs From 17/03/2008,2012,Resale,HDB,22,64,648316,West Region,Jurong West,Singapore,Singapore,"52 Lakeside Drive  ,Singapore","52, Lakeside Drive, Jurong West, Southwest, 648316, Singapore",52 Lakeside Drive  ,14-11,1.3424319,103.71773886649845
4223,4224,TREASURE AT TAMPINES,27 Tampines Lane  #08-93,1,96,Strata,1430000.0,-,14896,1384,02-APR-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528472,East Region,Tampines,Singapore,Singapore,"27 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",27 Tampines Lane  ,08-93,1.3546528,103.9435712
4224,4225,TREASURE AT TAMPINES,23 Tampines Lane  #05-80,1,124,Strata,1784000.0,-,14387,1337,02-APR-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528474,East Region,Tampines,Singapore,Singapore,"23 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",23 Tampines Lane  ,05-80,1.3546528,103.9435712
4225,4226,KOVAN MELODY,19 Kovan Road  #05-09,1,120,Strata,1410000.0,-,11750,1092,02-APR-2020,Condominium,99 Yrs From 20/01/2004,2006,Resale,Private,19,54,548191,North East Region,Hougang,Singapore,Singapore,"19 Kovan Road  ,Singapore","Kovan Road, Hougang, Northeast, 547444, Singapore",19 Kovan Road  ,05-09,1.3612968,103.8843048
4226,4227,SPRING GROVE,53 Grange Road  #08-06,1,94,Strata,1550000.0,-,16489,1532,02-APR-2020,Condominium,99 Yrs From 01/12/1991,1996,Resale,HDB,10,24,249565,Central Region,Tanglin,Singapore,Singapore,"53 Grange Road  ,Singapore","Grange Road, Orchard, Singapore, Central, 249716, Singapore",53 Grange Road  ,08-06,1.3041137,103.8235889
4227,4228,THE PALETTE,111 Pasir Ris Grove  #03-32,1,98,Strata,1030000.0,-,10510,976,02-APR-2020,Condominium,99 Yrs From 20/10/2010,2015,Resale,Private,18,51,518170,East Region,Pasir Ris,Singapore,Singapore,"111 Pasir Ris Grove  ,Singapore","111, Pasir Ris Grove, NV Residences, Pasir Ris, Northeast, 518194, Singapore",111 Pasir Ris Grove  ,03-32,1.3696519,103.94399470792467
4228,4229,CAVENDISH PARK,20 Pine Grove  #06-01,1,131,Strata,1635000.0,-,12481,1160,02-APR-2020,Condominium,99 Yrs From 18/11/1991,1996,Resale,Private,21,59,597595,Central Region,Bukit Timah,Singapore,Singapore,"20 Pine Grove  ,Singapore","20, Pine Grove, Pine Grove Condos, Bukit Timah, Northwest, 597595, Singapore",20 Pine Grove  ,06-01,1.3166479999999998,103.77586405934593
4229,4230,SPRINGDALE CONDOMINIUM,51 Hindhede Walk  #03-11,1,103,Strata,1230000.0,-,11942,1109,02-APR-2020,Condominium,999 Yrs From 21/06/1877,1998,Resale,Private,21,58,587975,West Region,Bukit Panjang,Singapore,Singapore,"51 Hindhede Walk  ,Singapore","Springdale Condominium, 51, Hindhede Walk, Bukit Panjang, Northwest, 587976, Singapore",51 Hindhede Walk  ,03-11,1.34890675,103.77179615161319
4230,4231,WEST BAY CONDOMINIUM,56 West Coast Crescent  #04-08,1,79,Strata,770000.0,-,9747,906,02-APR-2020,Condominium,99 Yrs From 01/03/1991,1993,Resale,Private,5,12,128038,West Region,Clementi,Singapore,Singapore,"56 West Coast Crescent  ,Singapore","West Coast Crescent, Clementi, Southwest, 127368, Singapore",56 West Coast Crescent  ,04-08,1.2990606,103.7651666
4231,4232,THE INFINITI,39E West Coast Park  #12-16,1,125,Strata,1428000.0,-,11424,1061,02-APR-2020,Condominium,Freehold,2008,Resale,HDB,5,12,127716,West Region,Clementi,Singapore,Singapore,"39E West Coast Park  ,Singapore","West Coast Park, Clementi, Southwest, 128020, Singapore",39E West Coast Park  ,12-16,1.3180806,103.7565386
4232,4233,EIGHT COURTYARDS,12 Canberra Drive  #05-23,1,81,Strata,845000.0,-,10432,969,02-APR-2020,Condominium,99 Yrs From 20/09/2010,2014,Resale,HDB,27,76,768094,North Region,Yishun,Singapore,Singapore,"12 Canberra Drive  ,Singapore","Canberra Drive, Sembawang, Northwest, 768124, Singapore",12 Canberra Drive  ,05-23,1.4452261,103.8255778
4233,4234,PALM GARDENS,2E Hong San Walk  #17-04,1,112,Strata,855000.0,-,7634,709,02-APR-2020,Condominium,99 Yrs From 12/08/1996,2000,Resale,HDB,23,68,689051,West Region,Choa Chu Kang,Singapore,Singapore,"2E Hong San Walk  ,Singapore","Palm Gardens, 2E, Hong San Walk, Choa Chu Kang, Southwest, 689051, Singapore",2E Hong San Walk  ,17-04,1.3780788,103.7478945327309
4234,4235,AUSTVILLE RESIDENCES,11 Sengkang East Avenue  #05-01,1,96,Strata,855000.0,-,8906,827,01-APR-2020,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,Private,19,54,544804,North East Region,Sengkang,Singapore,Singapore,"11 Sengkang East Avenue  ,Singapore","Sengkang East Avenue, Seng Kang, Northeast, 541311, Singapore",11 Sengkang East Avenue  ,05-01,1.3907469,103.8838337
4235,4236,BLOSSOM RESIDENCES,30 Segar Road  #16-08,1,101,Strata,990000.0,-,9802,911,01-APR-2020,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,HDB,23,67,677721,West Region,Bukit Panjang,Singapore,Singapore,"30 Segar Road  ,Singapore","Segar Road, Bukit Panjang, Northwest, 677738, Singapore",30 Segar Road  ,16-08,1.3881418,103.7714606
4236,4237,PIERMONT GRAND,34 Sumang Walk  #09-25,1,78,Strata,942030.0,-,12077,1122,01-APR-2020,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828622,North East Region,Punggol,Singapore,Singapore,"34 Sumang Walk  ,Singapore","Sumang Walk, Punggol, Northeast, 821327, Singapore",34 Sumang Walk  ,09-25,1.4124637,103.8986312
4237,4238,TRE RESIDENCES,9 Geylang East Avenue 1  #09-16,1,65,Strata,1200000.0,-,18462,1715,01-APR-2020,Condominium,99 Yrs From 23/04/2014,2018,Resale,Private,14,38,389783,Central Region,Geylang,Singapore,Singapore,"9 Geylang East Avenue 1  ,Singapore","Tre Residences, 9, Geylang East Avenue 1, Geylang, Southeast, 389783, Singapore",9 Geylang East Avenue 1  ,09-16,1.3172283,103.8850547607158
4238,4239,WATERCOLOURS,31 Pasir Ris Link  #04-25,1,85,Strata,778000.0,-,9153,850,01-APR-2020,Executive Condominium,99 Yrs From 10/01/2012,2014,Resale,HDB,18,51,518153,East Region,Pasir Ris,Singapore,Singapore,"31 Pasir Ris Link  ,Singapore","31, Pasir Ris Link, Pasir Ris, Northeast, 518169, Singapore",31 Pasir Ris Link  ,04-25,1.3765022500000001,103.95951944259438
4239,4240,COSTA DEL SOL,82 Bayshore Road  #10-31,1,115,Strata,1450000.0,-,12609,1171,01-APR-2020,Condominium,99 Yrs From 05/05/1997,2003,Resale,Private,16,46,469993,East Region,Bedok,Singapore,Singapore,"82 Bayshore Road  ,Singapore","82, Bayshore Road, Bedok, Southeast, 469993, Singapore",82 Bayshore Road  ,10-31,1.3119939500000002,103.94032887424517
4240,4241,THE AMERY,16 Lorong K Telok Kurau  #02-01,1,142,Strata,2000000.0,-,14085,1308,01-APR-2020,Condominium,Freehold,2010,Resale,Private,15,42,425612,East Region,Bedok,Singapore,Singapore,"16 Lorong K Telok Kurau  ,Singapore","The Amery, 16, Lorong K Telok Kurau, JaeYoung Assignment3 area, Marine Parade, Southeast, 425612, Singapore",16 Lorong K Telok Kurau  ,02-01,1.3121664,103.9079956
4241,4242,THE RIVERVALE,7 Rivervale Link  #14-41,1,116,Strata,848000.0,-,7310,679,01-APR-2020,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545125,North East Region,Sengkang,Singapore,Singapore,"7 Rivervale Link  ,Singapore","7, Rivervale Link, Seng Kang, Northeast, 545125, Singapore",7 Rivervale Link  ,14-41,1.3808909,103.8977502741974
4242,4243,ESPARINA RESIDENCES,111 Compassvale Bow  #07-02,1,77,Strata,950000.0,-,12338,1146,01-APR-2020,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,Private,19,54,544998,North East Region,Sengkang,Singapore,Singapore,"111 Compassvale Bow  ,Singapore","111, Compassvale Bow, Seng Kang, Northeast, 543274, Singapore",111 Compassvale Bow  ,07-02,1.38187445,103.89140160178046
4243,4244,SYMPHONY SUITES,13 Yishun Close  #06-25,1,85,Strata,1055000.0,-,12412,1153,01-APR-2020,Condominium,99 Yrs From 10/06/2014,2018,Resale,HDB,27,76,768010,North Region,Yishun,Singapore,Singapore,"13 Yishun Close  ,Singapore","Yishun Close, Symphony Suites, Yishun, Northwest, 762318, Singapore",13 Yishun Close  ,06-25,1.4340784,103.8444119
4244,4245,PRIVE,33 Punggol Field  #08-17,1,102,Strata,1065000.0,-,10441,970,01-APR-2020,Executive Condominium,99 Yrs From 14/09/2010,2013,Resale,HDB,19,82,828817,North East Region,Punggol,Singapore,Singapore,"33 Punggol Field  ,Singapore","Punggol Field, Punggol, Northeast, 820168, Singapore",33 Punggol Field  ,08-17,1.3947438,103.9117163
4245,4246,THE AZURE,201 Ocean Drive  #01-06,1,176,Strata,2300000.0,-,13068,1214,01-APR-2020,Condominium,99 Yrs From 03/01/2005,2008,Resale,Private,4,9,98584,Central Region,Southern Islands,Singapore,Singapore,"201 Ocean Drive  ,Singapore","201, Ocean Drive, North Cove, Southern Islands, Southwest, 098619, Singapore",201 Ocean Drive  ,01-06,1.2516758499999998,103.84802205635776
4246,4247,TANGLIN VIEW,156 Prince Charles Crescent  #06-19,1,81,Strata,1180000.0,-,14568,1353,01-APR-2020,Condominium,99 Yrs From 17/05/1997,2001,Resale,HDB,3,15,159015,Central Region,Bukit Merah,Singapore,Singapore,"156 Prince Charles Crescent  ,Singapore","Tanglin View, 156, Prince Charles Crescent, Radin Mas, Bukit Merah, Singapore, Central, 159015, Singapore",156 Prince Charles Crescent  ,06-19,1.29209785,103.81744161281676
4247,4248,NORTHOAKS,32 Woodlands Crescent  #15-07,1,211,Strata,1058000.0,-,5014,466,01-APR-2020,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,Private,25,73,738087,North Region,Woodlands,Singapore,Singapore,"32 Woodlands Crescent  ,Singapore","Woodlands Crescent, Woodlands, Northwest, 736780, Singapore",32 Woodlands Crescent  ,15-07,1.447654,103.8008891
4248,4249,EUPHONY GARDENS,11 Jalan Mata Ayer  #03-64,1,107,Strata,735000.0,-,6869,638,01-APR-2020,Condominium,99 Yrs From 25/02/1998,2001,Resale,HDB,27,75,759154,North Region,Mandai,Singapore,Singapore,"11 Jalan Mata Ayer  ,Singapore","11, Jalan Mata Ayer, Mandai, Northwest, 758382, Singapore",11 Jalan Mata Ayer  ,03-64,1.4252342,103.82450586187541
4249,4250,ESPARINA RESIDENCES,115 Compassvale Bow  #07-11,1,93,Strata,1090000.0,-,11720,1089,01-APR-2020,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,Private,19,54,544815,North East Region,Sengkang,Singapore,Singapore,"115 Compassvale Bow  ,Singapore","115, Compassvale Bow, Seng Kang, Northeast, 543274, Singapore",115 Compassvale Bow  ,07-11,1.3815868,103.89173547447675
4250,4251,RIO VISTA,32 Upper Serangoon View  #02-43,1,115,Strata,922000.0,-,8017,745,01-APR-2020,Condominium,99 Yrs From 02/01/2001,2004,Resale,Private,19,53,534209,North East Region,Hougang,Singapore,Singapore,"32 Upper Serangoon View  ,Singapore","32, Upper Serangoon View, Hougang, Northeast, 533884, Singapore",32 Upper Serangoon View  ,02-43,1.3735625,103.9016702769479
4251,4252,CITYVISTA RESIDENCES,21 Peck Hay Road  #18-02,1,244,Strata,4713800.0,-,19319,1795,01-APR-2020,Condominium,Freehold,2010,Resale,HDB,9,22,228314,Central Region,Newton,Singapore,Singapore,"21 Peck Hay Road  ,Singapore","Peck Hay Road, Newton, Singapore, Central, 229722, Singapore",21 Peck Hay Road  ,18-02,1.3104032,103.8376555
4252,4253,MANDARIN GARDENS,5 Siglap Road  #04-41,1,77,Strata,818000.0,-,10623,987,01-APR-2020,Condominium,99 Yrs From 08/03/1982,1986,Resale,Private,15,44,448908,East Region,Bedok,Singapore,Singapore,"5 Siglap Road  ,Singapore","Siglap Road, Bedok, Southeast, 456085, Singapore",5 Siglap Road  ,04-41,1.3188044,103.9206832
4253,4254,OLA,78 Anchorvale Crescent  #14-18,1,129,Strata,1510000.0,-,11705,1087,01-APR-2020,Executive Condominium,99 Yrs From 14/12/2018,Uncompleted,New Sale,HDB,19,54,544603,North East Region,Sengkang,Singapore,Singapore,"78 Anchorvale Crescent  ,Singapore","Anchorvale Crescent, Seng Kang, Northeast, 544651, Singapore",78 Anchorvale Crescent  ,14-18,1.3987383,103.8902838
4254,4255,EIGHT COURTYARDS,6 Canberra Drive  #06-08,1,80,Strata,852000.0,-,10650,989,31-MAR-2020,Condominium,99 Yrs From 20/09/2010,2014,Resale,HDB,27,76,768140,North Region,Yishun,Singapore,Singapore,"6 Canberra Drive  ,Singapore","Canberra Drive, Sembawang, Northwest, 768080, Singapore",6 Canberra Drive  ,06-08,1.4447442,103.8270731
4255,4256,ROSEWOOD SUITES,63 Rosewood Drive  #03-09,1,104,Strata,880000.0,-,8462,786,31-MAR-2020,Condominium,99 Yrs From 25/02/2008,2011,Resale,Private,25,73,737874,North Region,Woodlands,Singapore,Singapore,"63 Rosewood Drive  ,Singapore","Rosewood Drive, Woodlands, Northwest, 737934, Singapore",63 Rosewood Drive  ,03-09,1.4305329,103.784881
4256,4257,PARK INFINIA AT WEE NAM,6 Lincoln Road  #05-12,1,147,Strata,3060000.0,-,20816,1934,31-MAR-2020,Condominium,Freehold,2008,Resale,HDB,11,30,308345,Central Region,Novena,Singapore,Singapore,"6 Lincoln Road  ,Singapore","6, Lincoln Road, Novena, Singapore, Central, 308353, Singapore",6 Lincoln Road  ,05-12,1.31485625,103.84350050420448
4257,4258,FOREST HILLS CONDOMINIUM,31 Transit Road  #05-23,1,108,Strata,930000.0,-,8611,800,31-MAR-2020,Condominium,99 Yrs From 10/02/2000,2003,Resale,Private,26,77,778893,North Region,Yishun,Singapore,Singapore,"31 Transit Road  ,Singapore","Transit Road, Yishun, Northwest, 778905, Singapore",31 Transit Road  ,05-23,1.4046851,103.8187765
4258,4259,MAYFAIR MODERN,6 Rifle Range Road  #04-20,1,48,Strata,958000.0,-,19958,1854,31-MAR-2020,Condominium,99 Yrs From 18/09/2018,Uncompleted,New Sale,N.A,21,58,588375,Central Region,Bukit Timah,Singapore,Singapore,"6 Rifle Range Road  ,Singapore","Rifle Range Road, Bukit Panjang, Northwest, 588406, Singapore",6 Rifle Range Road  ,04-20,1.3484812,103.7838071
4259,4260,THE QUARTZ,59 Compassvale Bow  #12-20,1,105,Strata,1150000.0,-,10952,1018,31-MAR-2020,Condominium,99 Yrs From 18/04/2005,2009,Resale,Private,19,54,544988,North East Region,Sengkang,Singapore,Singapore,"59 Compassvale Bow  ,Singapore","Compassvale Bow, Seng Kang, Northeast, 544275, Singapore",59 Compassvale Bow  ,12-20,1.3814322,103.8930315
4260,4261,J GATEWAY,2 Gateway Drive  #08-04,1,63,Strata,1135000.0,-,18016,1674,31-MAR-2020,Condominium,99 Yrs From 28/08/2012,2016,Resale,HDB,22,60,608533,West Region,Jurong East,Singapore,Singapore,"2 Gateway Drive  ,Singapore","J Gateway, 2, Gateway Drive, Jurong East, Southwest, 608533, Singapore",2 Gateway Drive  ,08-04,1.3355758500000001,103.74241961176949
4261,4262,PARC PALAIS,47 Hume Avenue  #06-10,1,115,Strata,1450000.0,-,12609,1171,31-MAR-2020,Condominium,Freehold,1999,Resale,HDB,21,59,598748,West Region,Bukit Batok,Singapore,Singapore,"47 Hume Avenue  ,Singapore","47, Hume Avenue, Bukit Gombak, Bukit Batok, Southwest, 598749, Singapore",47 Hume Avenue  ,06-10,1.357383,103.76646575833333
4262,4263,CHANTILLY RISE,82 Hillview Avenue  #07-08,1,141,Strata,1440000.0,-,10213,949,31-MAR-2020,Condominium,Freehold,1998,Resale,HDB,23,66,669581,West Region,Bukit Batok,Singapore,Singapore,"82 Hillview Avenue  ,Singapore","Hillview Avenue, Bukit Gombak, Bukit Batok, Southwest, 598749, Singapore",82 Hillview Avenue  ,07-08,1.3583599,103.7632333
4263,4264,THE NAUTICAL,93 Jalan Sendudok  #01-21,1,53,Strata,580000.0,-,10943,1017,31-MAR-2020,Condominium,99 Yrs From 29/08/2011,2015,Resale,HDB,27,76,769472,North Region,Sembawang,Singapore,Singapore,"93 Jalan Sendudok  ,Singapore","Jalan Sendudok, Sembawang, Northwest, 768124, Singapore",93 Jalan Sendudok  ,01-21,1.4438787,103.823886
4264,4265,PARC BOTANNIA,10 Fernvale Street  #19-02,1,73,Strata,1087800.0,-,14901,1384,31-MAR-2020,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797390,North East Region,Sengkang,Singapore,Singapore,"10 Fernvale Street  ,Singapore","Fernvale Street, Seng Kang, Singapore, Central, 792467, Singapore",10 Fernvale Street  ,19-02,1.3983182,103.8792021
