Age,Population,Year,District
　85～89,,1980 ,青葉区
　90～94,,1980 ,青葉区
　95～99,,1980 ,青葉区
　100歳以上,,1980 ,青葉区
　０～４歳,,1985 ,青葉区
　５～９,,1985 ,青葉区
　10～14,,1985 ,青葉区
　15～19,,1985 ,青葉区
　20～24,,1985 ,青葉区
　25～29,,1985 ,青葉区
　30～34,,1985 ,青葉区
　35～39,,1985 ,青葉区
　40～44,,1985 ,青葉区
　45～49,,1985 ,青葉区
　50～54,,1985 ,青葉区
　55～59,,1985 ,青葉区
　60～64,,1985 ,青葉区
　65～69,,1985 ,青葉区
　70～74,,1985 ,青葉区
　75～79,,1985 ,青葉区
　80～84,,1985 ,青葉区
　85～89,,1985 ,青葉区
　90～94,,1985 ,青葉区
　95～99,,1985 ,青葉区
　100歳以上,,1985 ,青葉区
　０～４歳,,1990 ,青葉区
　５～９,,1990 ,青葉区
　10～14,,1990 ,青葉区
　15～19,,1990 ,青葉区
　20～24,,1990 ,青葉区
　25～29,,1990 ,青葉区
　30～34,,1990 ,青葉区
　35～39,,1990 ,青葉区
　40～44,,1990 ,青葉区
　45～49,,1990 ,青葉区
　50～54,,1990 ,青葉区
　55～59,,1990 ,青葉区
　60～64,,1990 ,青葉区
　65～69,,1990 ,青葉区
　70～74,,1990 ,青葉区
　75～79,,1990 ,青葉区
　80～84,,1990 ,青葉区
　85～89,,1990 ,青葉区
　90～94,,1990 ,青葉区
　95～99,,1990 ,青葉区
　100歳以上,,1990 ,青葉区
　０～４歳,"14,477",1995 ,青葉区
　５～９,"13,529",1995 ,青葉区
　10～14,"14,144",1995 ,青葉区
　15～19,"17,516",1995 ,青葉区
　20～24,"23,137",1995 ,青葉区
　25～29,"25,399",1995 ,青葉区
　30～34,"23,706",1995 ,青葉区
　35～39,"18,751",1995 ,青葉区
　40～44,"17,416",1995 ,青葉区
　45～49,"21,087",1995 ,青葉区
　50～54,"17,361",1995 ,青葉区
　55～59,"13,232",1995 ,青葉区
　60～64,"10,128",1995 ,青葉区
　65～69,"7,214",1995 ,青葉区
　70～74,"4,702",1995 ,青葉区
　75～79,"3,206",1995 ,青葉区
　80～84,"2,163",1995 ,青葉区
　85～89,"1,017",1995 ,青葉区
　90～94,334,1995 ,青葉区
　95～99,57,1995 ,青葉区
　100歳以上,4,1995 ,青葉区
　０～４歳,"16,153",2000,青葉区
　５～９,"14,243",2000,青葉区
　10～14,"13,767",2000,青葉区
　15～19,"16,213",2000,青葉区
　20～24,"20,062",2000,青葉区
　25～29,"24,806",2000,青葉区
　30～34,"27,099",2000,青葉区
　35～39,"23,855",2000,青葉区
　40～44,"18,894",2000,青葉区
　45～49,"17,734",2000,青葉区
　50～54,"21,083",2000,青葉区
　55～59,"16,966",2000,青葉区
　60～64,"12,754",2000,青葉区
　65～69,"9,797",2000,青葉区
　70～74,"6,899",2000,青葉区
　75～79,"4,555",2000,青葉区
　80～84,"2,778",2000,青葉区
　85～89,"1,526",2000,青葉区
　90～94,588,2000,青葉区
　95～99,112,2000,青葉区
　100歳以上,10,2000,青葉区
　０～４歳,"15,540",2005 ,青葉区
　５～９,"16,820",2005 ,青葉区
　10～14,"15,294",2005 ,青葉区
　15～19,"15,786",2005 ,青葉区
　20～24,"18,066",2005 ,青葉区
　25～29,"19,467",2005 ,青葉区
　30～34,"26,104",2005 ,青葉区
　35～39,"28,283",2005 ,青葉区
　40～44,"25,263",2005 ,青葉区
　45～49,"19,483",2005 ,青葉区
　50～54,"17,722",2005 ,青葉区
　55～59,"20,691",2005 ,青葉区
　60～64,"16,399",2005 ,青葉区
　65～69,"12,283",2005 ,青葉区
　70～74,"9,369",2005 ,青葉区
　75～79,"6,703",2005 ,青葉区
　80～84,"4,270",2005 ,青葉区
　85～89,"2,400",2005 ,青葉区
　90～94,"1,151",2005 ,青葉区
　95～99,302,2005 ,青葉区
　100歳以上,24,2005 ,青葉区
　０～４歳,"13,891 ",2010,青葉区
　５～９,"15,463 ",2010,青葉区
　10～14,"17,151 ",2010,青葉区
　15～19,"17,201 ",2010,青葉区
　20～24,"17,719 ",2010,青葉区
　25～29,"17,337 ",2010,青葉区
　30～34,"20,462 ",2010,青葉区
　35～39,"26,332 ",2010,青葉区
　40～44,"28,535 ",2010,青葉区
　45～49,"25,284 ",2010,青葉区
　50～54,"19,185 ",2010,青葉区
　55～59,"17,292 ",2010,青葉区
　60～64,"19,865 ",2010,青葉区
　65～69,"15,732 ",2010,青葉区
　70～74,"11,837 ",2010,青葉区
　75～79,"8,869 ",2010,青葉区
　80～84,"6,106 ",2010,青葉区
　85～89,"3,519 ",2010,青葉区
　90～94,"1,646 ",2010,青葉区
　95～99,480 ,2010,青葉区
　100歳以上,89 ,2010,青葉区
　０～４歳,"13,042 ",2015,青葉区
　５～９,"13,978 ",2015,青葉区
　10～14,"15,752 ",2015,青葉区
　15～19,"18,741 ",2015,青葉区
　20～24,"18,144 ",2015,青葉区
　25～29,"15,394 ",2015,青葉区
　30～34,"17,353 ",2015,青葉区
　35～39,"20,802 ",2015,青葉区
　40～44,"26,283 ",2015,青葉区
　45～49,"28,113 ",2015,青葉区
　50～54,"24,581 ",2015,青葉区
　55～59,"18,511 ",2015,青葉区
　60～64,"16,466 ",2015,青葉区
　65～69,"18,961 ",2015,青葉区
　70～74,"14,863 ",2015,青葉区
　75～79,"11,063 ",2015,青葉区
　80～84,"8,068 ",2015,青葉区
　85～89,"5,073 ",2015,青葉区
　90～94,"2,253 ",2015,青葉区
　95～99,726 ,2015,青葉区
　100歳以上,120 ,2015,青葉区
　０～４歳,,1955 ,都筑区
　５～９,,1955 ,都筑区
　10～14,,1955 ,都筑区
　15～19,,1955 ,都筑区
　20～24,,1955 ,都筑区
　25～29,,1955 ,都筑区
　30～34,,1955 ,都筑区
　35～39,,1955 ,都筑区
　40～44,,1955 ,都筑区
　45～49,,1955 ,都筑区
　50～54,,1955 ,都筑区
　55～59,,1955 ,都筑区
　60～64,,1955 ,都筑区
　65～69,,1955 ,都筑区
　70～74,,1955 ,都筑区
　75～79,,1955 ,都筑区
　80～84,,1955 ,都筑区
　85～89,,1955 ,都筑区
　90～94,,1955 ,都筑区
　95～99,,1955 ,都筑区
　100歳以上,,1955 ,都筑区
　０～４歳,,1960 ,都筑区
　５～９,,1960 ,都筑区
　10～14,,1960 ,都筑区
　15～19,,1960 ,都筑区
　20～24,,1960 ,都筑区
　25～29,,1960 ,都筑区
　30～34,,1960 ,都筑区
　35～39,,1960 ,都筑区
　40～44,,1960 ,都筑区
　45～49,,1960 ,都筑区
　50～54,,1960 ,都筑区
　55～59,,1960 ,都筑区
　60～64,,1960 ,都筑区
　65～69,,1960 ,都筑区
　70～74,,1960 ,都筑区
　75～79,,1960 ,都筑区
　80～84,,1960 ,都筑区
　85～89,,1960 ,都筑区
　90～94,,1960 ,都筑区
　95～99,,1960 ,都筑区
　100歳以上,,1960 ,都筑区
　０～４歳,,1965 ,都筑区
　５～９,,1965 ,都筑区
　10～14,,1965 ,都筑区
　15～19,,1965 ,都筑区
　20～24,,1965 ,都筑区
　25～29,,1965 ,都筑区
　30～34,,1965 ,都筑区
　35～39,,1965 ,都筑区
　40～44,,1965 ,都筑区
　45～49,,1965 ,都筑区
　50～54,,1965 ,都筑区
　55～59,,1965 ,都筑区
　60～64,,1965 ,都筑区
　65～69,,1965 ,都筑区
　70～74,,1965 ,都筑区
　75～79,,1965 ,都筑区
　80～84,,1965 ,都筑区
　85～89,,1965 ,都筑区
　90～94,,1965 ,都筑区
　95～99,,1965 ,都筑区
　100歳以上,,1965 ,都筑区
　０～４歳,,1970 ,都筑区
　５～９,,1970 ,都筑区
　10～14,,1970 ,都筑区
　15～19,,1970 ,都筑区
　20～24,,1970 ,都筑区
　25～29,,1970 ,都筑区
　30～34,,1970 ,都筑区
　35～39,,1970 ,都筑区
　40～44,,1970 ,都筑区
　45～49,,1970 ,都筑区
　50～54,,1970 ,都筑区
　55～59,,1970 ,都筑区
　60～64,,1970 ,都筑区
　65～69,,1970 ,都筑区
　70～74,,1970 ,都筑区
　75～79,,1970 ,都筑区
　80～84,,1970 ,都筑区
　85～89,,1970 ,都筑区
　90～94,,1970 ,都筑区
　95～99,,1970 ,都筑区
　100歳以上,,1970 ,都筑区
　０～４歳,,1975 ,都筑区
　５～９,,1975 ,都筑区
　10～14,,1975 ,都筑区
　15～19,,1975 ,都筑区
　20～24,,1975 ,都筑区
　25～29,,1975 ,都筑区
　30～34,,1975 ,都筑区
　35～39,,1975 ,都筑区
　40～44,,1975 ,都筑区
　45～49,,1975 ,都筑区
　50～54,,1975 ,都筑区
　55～59,,1975 ,都筑区
　60～64,,1975 ,都筑区
　65～69,,1975 ,都筑区
　70～74,,1975 ,都筑区
　75～79,,1975 ,都筑区
　80～84,,1975 ,都筑区
　85～89,,1975 ,都筑区
　90～94,,1975 ,都筑区
　95～99,,1975 ,都筑区
　100歳以上,,1975 ,都筑区
　０～４歳,,1980 ,都筑区
　５～９,,1980 ,都筑区
　10～14,,1980 ,都筑区
　15～19,,1980 ,都筑区
　20～24,,1980 ,都筑区
　25～29,,1980 ,都筑区
　30～34,,1980 ,都筑区
　35～39,,1980 ,都筑区
　40～44,,1980 ,都筑区
　45～49,,1980 ,都筑区
　50～54,,1980 ,都筑区
　55～59,,1980 ,都筑区
　60～64,,1980 ,都筑区
　65～69,,1980 ,都筑区
　70～74,,1980 ,都筑区
　75～79,,1980 ,都筑区
　80～84,,1980 ,都筑区
　85～89,,1980 ,都筑区
　90～94,,1980 ,都筑区
　95～99,,1980 ,都筑区
　100歳以上,,1980 ,都筑区
　０～４歳,,1985 ,都筑区
　５～９,,1985 ,都筑区
　10～14,,1985 ,都筑区
　15～19,,1985 ,都筑区
　20～24,,1985 ,都筑区
　25～29,,1985 ,都筑区
　30～34,,1985 ,都筑区
　35～39,,1985 ,都筑区
　40～44,,1985 ,都筑区
　45～49,,1985 ,都筑区
　50～54,,1985 ,都筑区
　55～59,,1985 ,都筑区
　60～64,,1985 ,都筑区
　65～69,,1985 ,都筑区
　70～74,,1985 ,都筑区
　75～79,,1985 ,都筑区
　80～84,,1985 ,都筑区
　85～89,,1985 ,都筑区
　90～94,,1985 ,都筑区
　95～99,,1985 ,都筑区
　100歳以上,,1985 ,都筑区
　０～４歳,,1990 ,都筑区
　５～９,,1990 ,都筑区
　10～14,,1990 ,都筑区
　15～19,,1990 ,都筑区
　20～24,,1990 ,都筑区
　25～29,,1990 ,都筑区
　30～34,,1990 ,都筑区
　35～39,,1990 ,都筑区
　40～44,,1990 ,都筑区
　45～49,,1990 ,都筑区
　50～54,,1990 ,都筑区
　55～59,,1990 ,都筑区
　60～64,,1990 ,都筑区
　65～69,,1990 ,都筑区
　70～74,,1990 ,都筑区
　75～79,,1990 ,都筑区
　80～84,,1990 ,都筑区
　85～89,,1990 ,都筑区
　90～94,,1990 ,都筑区
　95～99,,1990 ,都筑区
　100歳以上,,1990 ,都筑区
　０～４歳,"8,018",1995 ,都筑区
　５～９,"7,634",1995 ,都筑区
　10～14,"7,292",1995 ,都筑区
　15～19,"7,255",1995 ,都筑区
　20～24,"9,314",1995 ,都筑区
　25～29,"11,413",1995 ,都筑区
　30～34,"10,930",1995 ,都筑区
　35～39,"9,320",1995 ,都筑区
　40～44,"8,806",1995 ,都筑区
　45～49,"9,741",1995 ,都筑区
　50～54,"8,027",1995 ,都筑区
　55～59,"6,561",1995 ,都筑区
　60～64,"4,549",1995 ,都筑区
　65～69,"3,007",1995 ,都筑区
　70～74,"1,958",1995 ,都筑区
　75～79,"1,344",1995 ,都筑区
　80～84,965,1995 ,都筑区
　85～89,449,1995 ,都筑区
　90～94,144,1995 ,都筑区
　95～99,34,1995 ,都筑区
　100歳以上,2,1995 ,都筑区
　０～４歳,"11,156",2000,都筑区
　５～９,"10,630",2000,都筑区
　10～14,"9,068",2000,都筑区
　15～19,"8,268",2000,都筑区
　20～24,"8,777",2000,都筑区
　25～29,"12,844",2000,都筑区
　30～34,"16,456",2000,都筑区
　35～39,"15,666",2000,都筑区
　40～44,"11,732",2000,都筑区
　45～49,"10,147",2000,都筑区
　50～54,"10,898",2000,都筑区
　55～59,"8,579",2000,都筑区
　60～64,"6,941",2000,都筑区
　65～69,"4,852",2000,都筑区
　70～74,"3,237",2000,都筑区
　75～79,"2,018",2000,都筑区
　80～84,"1,237",2000,都筑区
　85～89,790,2000,都筑区
　90～94,302,2000,都筑区
　95～99,67,2000,都筑区
　100歳以上,4,2000,都筑区
　０～４歳,"11,023",2005 ,都筑区
　５～９,"12,644",2005 ,都筑区
　10～14,"10,914",2005 ,都筑区
　15～19,"9,027",2005 ,都筑区
　20～24,"8,718",2005 ,都筑区
　25～29,"10,838",2005 ,都筑区
　30～34,"17,272",2005 ,都筑区
　35～39,"19,836",2005 ,都筑区
　40～44,"16,895",2005 ,都筑区
　45～49,"11,874",2005 ,都筑区
　50～54,"10,174",2005 ,都筑区
　55～59,"10,754",2005 ,都筑区
　60～64,"8,505",2005 ,都筑区
　65～69,"6,786",2005 ,都筑区
　70～74,"4,913",2005 ,都筑区
　75～79,"3,253",2005 ,都筑区
　80～84,"2,040",2005 ,都筑区
　85～89,"1,162",2005 ,都筑区
　90～94,584,2005 ,都筑区
　95～99,161,2005 ,都筑区
　100歳以上,22,2005 ,都筑区
　０～４歳,"11,245 ",2010,都筑区
　５～９,"12,286 ",2010,都筑区
　10～14,"13,071 ",2010,都筑区
　15～19,"11,258 ",2010,都筑区
　20～24,"9,594 ",2010,都筑区
　25～29,"10,298 ",2010,都筑区
　30～34,"13,919 ",2010,都筑区
　35～39,"19,355 ",2010,都筑区
　40～44,"20,352 ",2010,都筑区
　45～49,"17,038 ",2010,都筑区
　50～54,"11,617 ",2010,都筑区
　55～59,"10,019 ",2010,都筑区
　60～64,"10,678 ",2010,都筑区
　65～69,"8,460 ",2010,都筑区
　70～74,"6,742 ",2010,都筑区
　75～79,"4,938 ",2010,都筑区
　80～84,"3,417 ",2010,都筑区
　85～89,"2,009 ",2010,都筑区
　90～94,900 ,2010,都筑区
　95～99,280 ,2010,都筑区
　100歳以上,36 ,2010,都筑区
　０～４歳,"11,056 ",2015,都筑区
　５～９,"12,152 ",2015,都筑区
　10～14,"12,716 ",2015,都筑区
　15～19,"13,161 ",2015,都筑区
　20～24,"11,293 ",2015,都筑区
　25～29,"9,807 ",2015,都筑区
　30～34,"12,147 ",2015,都筑区
　35～39,"15,879 ",2015,都筑区
　40～44,"20,342 ",2015,都筑区
　45～49,"20,415 ",2015,都筑区
　50～54,"16,797 ",2015,都筑区
　55～59,"11,213 ",2015,都筑区
　60～64,"9,529 ",2015,都筑区
　65～69,"10,338 ",2015,都筑区
　70～74,"8,159 ",2015,都筑区
　75～79,"6,530 ",2015,都筑区
　80～84,"4,669 ",2015,都筑区
　85～89,"2,912 ",2015,都筑区
　90～94,"1,385 ",2015,都筑区
　95～99,385 ,2015,都筑区
　100歳以上,63 ,2015,都筑区
　０～４歳," 8,468 ",1955 ,戸塚区
　５～９," 10,615 ",1955 ,戸塚区
　10～14," 8,842 ",1955 ,戸塚区
　15～19," 7,487 ",1955 ,戸塚区
　20～24," 7,809 ",1955 ,戸塚区
　25～29," 7,673 ",1955 ,戸塚区
　30～34," 6,154 ",1955 ,戸塚区
　35～39," 5,334 ",1955 ,戸塚区
　40～44," 4,921 ",1955 ,戸塚区
　45～49," 3,811 ",1955 ,戸塚区
　50～54," 3,157 ",1955 ,戸塚区
　55～59," 2,420 ",1955 ,戸塚区
　60～64," 1,819 ",1955 ,戸塚区
　65～69," 1,518 ",1955 ,戸塚区
　70～74," 1,028 ",1955 ,戸塚区
　75～79, 667 ,1955 ,戸塚区
　80～84, 263 ,1955 ,戸塚区
　85～89, 79 ,1955 ,戸塚区
　90～94, 16 ,1955 ,戸塚区
　95～99, 3 ,1955 ,戸塚区
　100歳以上, - ,1955 ,戸塚区
　０～４歳," 10,734 ",1960 ,戸塚区
　５～９," 10,446 ",1960 ,戸塚区
　10～14," 12,101 ",1960 ,戸塚区
　15～19," 11,145 ",1960 ,戸塚区
　20～24," 10,740 ",1960 ,戸塚区
　25～29," 12,104 ",1960 ,戸塚区
　30～34," 11,511 ",1960 ,戸塚区
　35～39," 8,023 ",1960 ,戸塚区
　40～44," 6,209 ",1960 ,戸塚区
　45～49," 5,451 ",1960 ,戸塚区
　50～54," 4,264 ",1960 ,戸塚区
　55～59," 3,486 ",1960 ,戸塚区
　60～64," 2,593 ",1960 ,戸塚区
　65～69," 1,870 ",1960 ,戸塚区
　70～74," 1,442 ",1960 ,戸塚区
　75～79, 835 ,1960 ,戸塚区
　80～84, 423 ,1960 ,戸塚区
　85～89, 118 ,1960 ,戸塚区
　90～94, 17 ,1960 ,戸塚区
　95～99, - ,1960 ,戸塚区
　100歳以上, 2 ,1960 ,戸塚区
　０～４歳," 22,221 ",1965 ,戸塚区
　５～９," 15,752 ",1965 ,戸塚区
　10～14," 13,991 ",1965 ,戸塚区
　15～19," 22,819 ",1965 ,戸塚区
　20～24," 24,741 ",1965 ,戸塚区
　25～29," 24,249 ",1965 ,戸塚区
　30～34," 22,661 ",1965 ,戸塚区
　35～39," 17,321 ",1965 ,戸塚区
　40～44," 11,043 ",1965 ,戸塚区
　45～49," 8,367 ",1965 ,戸塚区
　50～54," 7,464 ",1965 ,戸塚区
　55～59," 5,819 ",1965 ,戸塚区
　60～64," 4,309 ",1965 ,戸塚区
　65～69," 2,926 ",1965 ,戸塚区
　70～74," 1,887 ",1965 ,戸塚区
　75～79," 1,226 ",1965 ,戸塚区
　80～84, 552 ,1965 ,戸塚区
　85～89, 206 ,1965 ,戸塚区
　90～94, 52 ,1965 ,戸塚区
　95～99, - ,1965 ,戸塚区
　100歳以上, - ,1965 ,戸塚区
　０～４歳," 29,870 ",1970 ,戸塚区
　５～９," 21,894 ",1970 ,戸塚区
　10～14," 14,058 ",1970 ,戸塚区
　15～19," 19,416 ",1970 ,戸塚区
　20～24," 28,367 ",1970 ,戸塚区
　25～29," 29,932 ",1970 ,戸塚区
　30～34," 28,177 ",1970 ,戸塚区
　35～39," 22,573 ",1970 ,戸塚区
　40～44," 15,259 ",1970 ,戸塚区
　45～49," 10,077 ",1970 ,戸塚区
　50～54," 8,109 ",1970 ,戸塚区
　55～59," 7,144 ",1970 ,戸塚区
　60～64," 5,393 ",1970 ,戸塚区
　65～69," 3,710 ",1970 ,戸塚区
　70～74," 2,400 ",1970 ,戸塚区
　75～79," 1,316 ",1970 ,戸塚区
　80～84, 715 ,1970 ,戸塚区
　85～89, 222 ,1970 ,戸塚区
　90～94, 61 ,1970 ,戸塚区
　95～99, 3 ,1970 ,戸塚区
　100歳以上, - ,1970 ,戸塚区
　０～４歳," 39,468 ",1975 ,戸塚区
　５～９," 35,135 ",1975 ,戸塚区
　10～14," 25,511 ",1975 ,戸塚区
　15～19," 19,182 ",1975 ,戸塚区
　20～24," 24,311 ",1975 ,戸塚区
　25～29," 37,200 ",1975 ,戸塚区
　30～34," 38,076 ",1975 ,戸塚区
　35～39," 33,313 ",1975 ,戸塚区
　40～44," 26,432 ",1975 ,戸塚区
　45～49," 18,110 ",1975 ,戸塚区
　50～54," 12,073 ",1975 ,戸塚区
　55～59," 9,346 ",1975 ,戸塚区
　60～64," 7,999 ",1975 ,戸塚区
　65～69," 5,789 ",1975 ,戸塚区
　70～74," 3,779 ",1975 ,戸塚区
　75～79," 2,137 ",1975 ,戸塚区
　80～84, 967 ,1975 ,戸塚区
　85～89, 368 ,1975 ,戸塚区
　90～94, 71 ,1975 ,戸塚区
　95～99, 9 ,1975 ,戸塚区
　100歳以上, 1 ,1975 ,戸塚区
　０～４歳," 31,900 ",1980 ,戸塚区
　５～９," 43,240 ",1980 ,戸塚区
　10～14," 37,803 ",1980 ,戸塚区
　15～19," 28,796 ",1980 ,戸塚区
　20～24," 22,825 ",1980 ,戸塚区
　25～29," 28,478 ",1980 ,戸塚区
　30～34," 41,833 ",1980 ,戸塚区
　35～39," 41,177 ",1980 ,戸塚区
　40～44," 35,710 ",1980 ,戸塚区
　45～49," 28,156 ",1980 ,戸塚区
　50～54," 19,451 ",1980 ,戸塚区
　55～59," 12,923 ",1980 ,戸塚区
　60～64," 9,819 ",1980 ,戸塚区
　65～69," 8,217 ",1980 ,戸塚区
　70～74," 5,716 ",1980 ,戸塚区
　75～79," 3,486 ",1980 ,戸塚区
　80～84," 1,621 ",1980 ,戸塚区
　85～89, 563 ,1980 ,戸塚区
　90～94, 135 ,1980 ,戸塚区
　95～99, 11 ,1980 ,戸塚区
　100歳以上, 1 ,1980 ,戸塚区
　０～４歳," 26,086 ",1985 ,戸塚区
　５～９," 33,312 ",1985 ,戸塚区
　10～14," 43,491 ",1985 ,戸塚区
　15～19," 39,781 ",1985 ,戸塚区
　20～24," 32,922 ",1985 ,戸塚区
　25～29," 26,461 ",1985 ,戸塚区
　30～34," 32,131 ",1985 ,戸塚区
　35～39," 44,152 ",1985 ,戸塚区
　40～44," 41,711 ",1985 ,戸塚区
　45～49," 36,071 ",1985 ,戸塚区
　50～54," 28,585 ",1985 ,戸塚区
　55～59," 19,786 ",1985 ,戸塚区
　60～64," 12,980 ",1985 ,戸塚区
　65～69," 9,711 ",1985 ,戸塚区
　70～74," 7,810 ",1985 ,戸塚区
　75～79," 5,009 ",1985 ,戸塚区
　80～84," 2,643 ",1985 ,戸塚区
　85～89," 1,007 ",1985 ,戸塚区
　90～94, 263 ,1985 ,戸塚区
　95～99, 39 ,1985 ,戸塚区
　100歳以上, - ,1985 ,戸塚区
　０～４歳,"12,885",1990 ,戸塚区
　５～９,"14,451",1990 ,戸塚区
　10～14,"16,634",1990 ,戸塚区
　15～19,"21,430",1990 ,戸塚区
　20～24,"21,586",1990 ,戸塚区
　25～29,"18,478",1990 ,戸塚区
　30～34,"15,861",1990 ,戸塚区
　35～39,"18,397",1990 ,戸塚区
　40～44,"22,178",1990 ,戸塚区
　45～49,"19,219",1990 ,戸塚区
　50～54,"16,773",1990 ,戸塚区
　55～59,"13,668",1990 ,戸塚区
　60～64,"9,516",1990 ,戸塚区
　65～69,"6,195",1990 ,戸塚区
　70～74,"4,365",1990 ,戸塚区
　75～79,"3,370",1990 ,戸塚区
　80～84,"1,943",1990 ,戸塚区
　85～89,891,1990 ,戸塚区
　90～94,222,1990 ,戸塚区
　95～99,39,1990 ,戸塚区
　100歳以上,6,1990 ,戸塚区
　０～４歳,"11,652",1995 ,戸塚区
　５～９,"12,018",1995 ,戸塚区
　10～14,"14,185",1995 ,戸塚区
　15～19,"17,015",1995 ,戸塚区
　20～24,"22,532",1995 ,戸塚区
　25～29,"21,161",1995 ,戸塚区
　30～34,"18,327",1995 ,戸塚区
　35～39,"15,483",1995 ,戸塚区
　40～44,"17,660",1995 ,戸塚区
　45～49,"21,697",1995 ,戸塚区
　50～54,"18,941",1995 ,戸塚区
　55～59,"16,490",1995 ,戸塚区
　60～64,"13,074",1995 ,戸塚区
　65～69,"8,959",1995 ,戸塚区
　70～74,"5,753",1995 ,戸塚区
　75～79,"3,860",1995 ,戸塚区
　80～84,"2,720",1995 ,戸塚区
　85～89,"1,321",1995 ,戸塚区
　90～94,445,1995 ,戸塚区
　95～99,69,1995 ,戸塚区
　100歳以上,9,1995 ,戸塚区
　０～４歳,"12,219",2000,戸塚区
　５～９,"11,543",2000,戸塚区
　10～14,"11,852",2000,戸塚区
　15～19,"14,902",2000,戸塚区
　20～24,"18,078",2000,戸塚区
　25～29,"22,367",2000,戸塚区
　30～34,"21,359",2000,戸塚区
　35～39,"17,953",2000,戸塚区
　40～44,"15,193",2000,戸塚区
　45～49,"17,417",2000,戸塚区
　50～54,"21,186",2000,戸塚区
　55～59,"18,456",2000,戸塚区
　60～64,"15,914",2000,戸塚区
　65～69,"12,474",2000,戸塚区
　70～74,"8,438",2000,戸塚区
　75～79,"5,323",2000,戸塚区
　80～84,"3,246",2000,戸塚区
　85～89,"1,938",2000,戸塚区
　90～94,814,2000,戸塚区
　95～99,181,2000,戸塚区
　100歳以上,12,2000,戸塚区
　０～４歳,"12,500",2005 ,戸塚区
　５～９,"12,364",2005 ,戸塚区
　10～14,"11,825",2005 ,戸塚区
　15～19,"12,521",2005 ,戸塚区
　20～24,"14,906",2005 ,戸塚区
　25～29,"18,296",2005 ,戸塚区
　30～34,"22,669",2005 ,戸塚区
　35～39,"21,688",2005 ,戸塚区
　40～44,"17,991",2005 ,戸塚区
　45～49,"15,071",2005 ,戸塚区
　50～54,"17,067",2005 ,戸塚区
　55～59,"20,781",2005 ,戸塚区
　60～64,"18,136",2005 ,戸塚区
　65～69,"15,454",2005 ,戸塚区
　70～74,"11,889",2005 ,戸塚区
　75～79,"7,788",2005 ,戸塚区
　80～84,"4,622",2005 ,戸塚区
　85～89,"2,433",2005 ,戸塚区
　90～94,"1,205",2005 ,戸塚区
　95～99,321,2005 ,戸塚区
　100歳以上,40,2005 ,戸塚区
　０～４歳,"13,134 ",2010,戸塚区
　５～９,"13,157 ",2010,戸塚区
　10～14,"13,046 ",2010,戸塚区
　15～19,"12,881 ",2010,戸塚区
　20～24,"13,672 ",2010,戸塚区
　25～29,"15,552 ",2010,戸塚区
　30～34,"19,759 ",2010,戸塚区
　35～39,"24,481 ",2010,戸塚区
　40～44,"22,490 ",2010,戸塚区
　45～49,"18,254 ",2010,戸塚区
　50～54,"15,015 ",2010,戸塚区
　55～59,"16,943 ",2010,戸塚区
　60～64,"20,269 ",2010,戸塚区
　65～69,"17,421 ",2010,戸塚区
　70～74,"14,595 ",2010,戸塚区
　75～79,"10,900 ",2010,戸塚区
　80～84,"6,750 ",2010,戸塚区
　85～89,"3,471 ",2010,戸塚区
　90～94,"1,422 ",2010,戸塚区
　95～99,438 ,2010,戸塚区
　100歳以上,83 ,2010,戸塚区
　０～４歳,"11,606 ",2015,戸塚区
　５～９,"12,789 ",2015,戸塚区
　10～14,"13,160 ",2015,戸塚区
　15～19,"13,644 ",2015,戸塚区
　20～24,"13,183 ",2015,戸塚区
　25～29,"13,162 ",2015,戸塚区
　30～34,"15,881 ",2015,戸塚区
　35～39,"19,772 ",2015,戸塚区
　40～44,"23,998 ",2015,戸塚区
　45～49,"22,100 ",2015,戸塚区
　50～54,"17,952 ",2015,戸塚区
　55～59,"14,593 ",2015,戸塚区
　60～64,"16,188 ",2015,戸塚区
　65～69,"19,293 ",2015,戸塚区
　70～74,"16,319 ",2015,戸塚区
　75～79,"13,361 ",2015,戸塚区
　80～84,"9,288 ",2015,戸塚区
　85～89,"5,145 ",2015,戸塚区
　90～94,"2,097 ",2015,戸塚区
　95～99,522 ,2015,戸塚区
　100歳以上,103 ,2015,戸塚区
　０～４歳,,1955 ,栄区
　５～９,,1955 ,栄区
　10～14,,1955 ,栄区
　15～19,,1955 ,栄区
　20～24,,1955 ,栄区
　25～29,,1955 ,栄区
　30～34,,1955 ,栄区
　35～39,,1955 ,栄区
　40～44,,1955 ,栄区
　45～49,,1955 ,栄区
　50～54,,1955 ,栄区
　55～59,,1955 ,栄区
　60～64,,1955 ,栄区
　65～69,,1955 ,栄区
　70～74,,1955 ,栄区
　75～79,,1955 ,栄区
　80～84,,1955 ,栄区
　85～89,,1955 ,栄区
　90～94,,1955 ,栄区
　95～99,,1955 ,栄区
　100歳以上,,1955 ,栄区
　０～４歳,,1960 ,栄区
　５～９,,1960 ,栄区
　10～14,,1960 ,栄区
　15～19,,1960 ,栄区
　20～24,,1960 ,栄区
　25～29,,1960 ,栄区
　30～34,,1960 ,栄区
　35～39,,1960 ,栄区
　40～44,,1960 ,栄区
　45～49,,1960 ,栄区
　50～54,,1960 ,栄区
　55～59,,1960 ,栄区
　60～64,,1960 ,栄区
　65～69,,1960 ,栄区
