Age,Population,Year,District
　０～４歳,"19,480",1955 ,鶴見区
　５～９,"23,928",1955 ,鶴見区
　10～14,"19,847",1955 ,鶴見区
　15～19,"18,634",1955 ,鶴見区
　20～24,"22,413",1955 ,鶴見区
　25～29,"21,782",1955 ,鶴見区
　30～34,"16,300",1955 ,鶴見区
　35～39,"13,475",1955 ,鶴見区
　40～44,"12,334",1955 ,鶴見区
　45～49,"9,520",1955 ,鶴見区
　50～54,"7,854",1955 ,鶴見区
　55～59,"5,740",1955 ,鶴見区
　60～64,"4,028",1955 ,鶴見区
　65～69,"2,786",1955 ,鶴見区
　70～74,"1,582",1955 ,鶴見区
　75～79,874,1955 ,鶴見区
　80～84,335,1955 ,鶴見区
　85～89,89,1955 ,鶴見区
　90～94,19,1955 ,鶴見区
　95～99,2,1955 ,鶴見区
　100歳以上,-,1955 ,鶴見区
　０～４歳,"18,730",1960 ,鶴見区
　５～９,"18,217",1960 ,鶴見区
　10～14,"23,060",1960 ,鶴見区
　15～19,"27,376",1960 ,鶴見区
　20～24,"27,900",1960 ,鶴見区
　25～29,"25,947",1960 ,鶴見区
　30～34,"20,841",1960 ,鶴見区
　35～39,"15,420",1960 ,鶴見区
　40～44,"12,705",1960 ,鶴見区
　45～49,"11,639",1960 ,鶴見区
　50～54,"8,947",1960 ,鶴見区
　55～59,"7,131",1960 ,鶴見区
　60～64,"5,137",1960 ,鶴見区
　65～69,"3,464",1960 ,鶴見区
　70～74,"2,194",1960 ,鶴見区
　75～79,"1,053",1960 ,鶴見区
　80～84,456,1960 ,鶴見区
　85～89,124,1960 ,鶴見区
　90～94,33,1960 ,鶴見区
　95～99,3,1960 ,鶴見区
　100歳以上,-,1960 ,鶴見区
　０～４歳,"22,326",1965 ,鶴見区
　５～９,"17,036",1965 ,鶴見区
　10～14,"17,360",1965 ,鶴見区
　15～19,"29,142",1965 ,鶴見区
　20～24,"34,820",1965 ,鶴見区
　25～29,"30,542",1965 ,鶴見区
　30～34,"24,532",1965 ,鶴見区
　35～39,"19,354",1965 ,鶴見区
　40～44,"14,269",1965 ,鶴見区
　45～49,"11,959",1965 ,鶴見区
　50～54,"10,696",1965 ,鶴見区
　55～59,"8,072",1965 ,鶴見区
　60～64,"6,244",1965 ,鶴見区
　65～69,"4,382",1965 ,鶴見区
　70～74,"2,704",1965 ,鶴見区
　75～79,"1,483",1965 ,鶴見区
　80～84,589,1965 ,鶴見区
　85～89,190,1965 ,鶴見区
　90～94,52,1965 ,鶴見区
　95～99,3,1965 ,鶴見区
　100歳以上,-,1965 ,鶴見区
　０～４歳,"23,000",1970 ,鶴見区
　５～９,"17,810",1970 ,鶴見区
　10～14,"14,671",1970 ,鶴見区
　15～19,"23,426",1970 ,鶴見区
　20～24,"34,846",1970 ,鶴見区
　25～29,"30,746",1970 ,鶴見区
　30～34,"23,440",1970 ,鶴見区
　35～39,"20,229",1970 ,鶴見区
　40～44,"16,441",1970 ,鶴見区
　45～49,"12,940",1970 ,鶴見区
　50～54,"10,847",1970 ,鶴見区
　55～59,"9,344",1970 ,鶴見区
　60～64,"7,015",1970 ,鶴見区
　65～69,"5,220",1970 ,鶴見区
　70～74,"3,365",1970 ,鶴見区
　75～79,"1,856",1970 ,鶴見区
　80～84,830,1970 ,鶴見区
　85～89,256,1970 ,鶴見区
　90～94,71,1970 ,鶴見区
　95～99,7,1970 ,鶴見区
　100歳以上,-,1970 ,鶴見区
　０～４歳,"21,133",1975 ,鶴見区
　５～９,"17,359",1975 ,鶴見区
　10～14,"14,893",1975 ,鶴見区
　15～19,"16,759",1975 ,鶴見区
　20～24,"25,935",1975 ,鶴見区
　25～29,"28,901",1975 ,鶴見区
　30～34,"23,166",1975 ,鶴見区
　35～39,"18,511",1975 ,鶴見区
　40～44,"17,263",1975 ,鶴見区
　45～49,"14,924",1975 ,鶴見区
　50～54,"11,661",1975 ,鶴見区
　55～59,"9,600",1975 ,鶴見区
　60～64,"8,373",1975 ,鶴見区
　65～69,"5,978",1975 ,鶴見区
　70～74,"4,185",1975 ,鶴見区
　75～79,"2,418",1975 ,鶴見区
　80～84,"1,050",1975 ,鶴見区
　85～89,396,1975 ,鶴見区
　90～94,77,1975 ,鶴見区
　95～99,12,1975 ,鶴見区
　100歳以上,1,1975 ,鶴見区
　０～４歳,"15,779 ",1980 ,鶴見区
　５～９,"17,378 ",1980 ,鶴見区
　10～14,"15,336 ",1980 ,鶴見区
　15～19,"16,283 ",1980 ,鶴見区
　20～24,"19,123 ",1980 ,鶴見区
　25～29,"21,945 ",1980 ,鶴見区
　30～34,"23,704 ",1980 ,鶴見区
　35～39,"19,328 ",1980 ,鶴見区
　40～44,"16,230 ",1980 ,鶴見区
　45～49,"15,705 ",1980 ,鶴見区
　50～54,"13,795 ",1980 ,鶴見区
　55～59,"10,603 ",1980 ,鶴見区
　60～64,"8,433 ",1980 ,鶴見区
　65～69,"7,256 ",1980 ,鶴見区
　70～74,"4,927 ",1980 ,鶴見区
　75～79,"3,151 ",1980 ,鶴見区
　80～84,"1,609 ",1980 ,鶴見区
　85～89,485 ,1980 ,鶴見区
　90～94,139 ,1980 ,鶴見区
　95～99,16 ,1980 ,鶴見区
　100歳以上,0 ,1980 ,鶴見区
　０～４歳,"14,262 ",1985 ,鶴見区
　５～９,"14,241 ",1985 ,鶴見区
　10～14,"16,381 ",1985 ,鶴見区
　15～19,"16,970 ",1985 ,鶴見区
　20～24,"20,498 ",1985 ,鶴見区
　25～29,"18,607 ",1985 ,鶴見区
　30～34,"20,038 ",1985 ,鶴見区
　35～39,"22,118 ",1985 ,鶴見区
　40～44,"18,658 ",1985 ,鶴見区
　45～49,"16,022 ",1985 ,鶴見区
　50～54,"15,307 ",1985 ,鶴見区
　55～59,"13,029 ",1985 ,鶴見区
　60～64,"9,725 ",1985 ,鶴見区
　65～69,"7,589 ",1985 ,鶴見区
　70～74,"6,281 ",1985 ,鶴見区
　75～79,"3,914 ",1985 ,鶴見区
　80～84,"2,184 ",1985 ,鶴見区
　85～89,855 ,1985 ,鶴見区
　90～94,185 ,1985 ,鶴見区
　95～99,30 ,1985 ,鶴見区
　100歳以上,0 ,1985 ,鶴見区
　０～４歳,"13,348",1990 ,鶴見区
　５～９,"13,341",1990 ,鶴見区
　10～14,"13,663",1990 ,鶴見区
　15～19,"18,307",1990 ,鶴見区
　20～24,"21,920",1990 ,鶴見区
　25～29,"21,745",1990 ,鶴見区
　30～34,"18,220",1990 ,鶴見区
　35～39,"18,882",1990 ,鶴見区
　40～44,"21,653",1990 ,鶴見区
　45～49,"18,600",1990 ,鶴見区
　50～54,"16,021",1990 ,鶴見区
　55～59,"14,729",1990 ,鶴見区
　60～64,"12,030",1990 ,鶴見区
　65～69,"8,801",1990 ,鶴見区
　70～74,"6,583",1990 ,鶴見区
　75～79,"5,169",1990 ,鶴見区
　80～84,"2,739",1990 ,鶴見区
　85～89,"1,267",1990 ,鶴見区
　90～94,331,1990 ,鶴見区
　95～99,47,1990 ,鶴見区
　100歳以上,4,1990 ,鶴見区
　０～４歳,"11,890",1995 ,鶴見区
　５～９,"11,599",1995 ,鶴見区
　10～14,"12,296",1995 ,鶴見区
　15～19,"14,646",1995 ,鶴見区
　20～24,"22,970",1995 ,鶴見区
　25～29,"23,371",1995 ,鶴見区
　30～34,"20,454",1995 ,鶴見区
　35～39,"16,868",1995 ,鶴見区
　40～44,"18,074",1995 ,鶴見区
　45～49,"21,467",1995 ,鶴見区
　50～54,"18,323",1995 ,鶴見区
　55～59,"15,403",1995 ,鶴見区
　60～64,"13,584",1995 ,鶴見区
　65～69,"10,824",1995 ,鶴見区
　70～74,"7,676",1995 ,鶴見区
　75～79,"5,429",1995 ,鶴見区
　80～84,"3,733",1995 ,鶴見区
　85～89,"1,577",1995 ,鶴見区
　90～94,554,1995 ,鶴見区
　95～99,78,1995 ,鶴見区
　100歳以上,8,1995 ,鶴見区
　０～４歳,"12,044",2000,鶴見区
　５～９,"10,781",2000,鶴見区
　10～14,"11,075",2000,鶴見区
　15～19,"12,878",2000,鶴見区
　20～24,"17,864",2000,鶴見区
　25～29,"24,550",2000,鶴見区
　30～34,"22,720",2000,鶴見区
　35～39,"19,037",2000,鶴見区
　40～44,"16,016",2000,鶴見区
　45～49,"17,697",2000,鶴見区
　50～54,"20,894",2000,鶴見区
　55～59,"17,575",2000,鶴見区
　60～64,"14,277",2000,鶴見区
　65～69,"12,118",2000,鶴見区
　70～74,"9,580",2000,鶴見区
　75～79,"6,607",2000,鶴見区
　80～84,"4,208",2000,鶴見区
　85～89,"2,412",2000,鶴見区
　90～94,734,2000,鶴見区
　95～99,165,2000,鶴見区
　100歳以上,9,2000,鶴見区
　０～４歳,"12,382",2005 ,鶴見区
　５～９,"11,490",2005 ,鶴見区
　10～14,"10,645",2005 ,鶴見区
　15～19,"11,576",2005 ,鶴見区
　20～24,"15,908",2005 ,鶴見区
　25～29,"20,941",2005 ,鶴見区
　30～34,"25,953",2005 ,鶴見区
　35～39,"22,459",2005 ,鶴見区
　40～44,"18,775",2005 ,鶴見区
　45～49,"16,126",2005 ,鶴見区
　50～54,"17,640",2005 ,鶴見区
　55～59,"20,357",2005 ,鶴見区
　60～64,"16,776",2005 ,鶴見区
　65～69,"13,202",2005 ,鶴見区
　70～74,"11,065",2005 ,鶴見区
　75～79,"8,258",2005 ,鶴見区
　80～84,"5,156",2005 ,鶴見区
　85～89,"2,695",2005 ,鶴見区
　90～94,"1,132",2005 ,鶴見区
　95～99,252,2005 ,鶴見区
　100歳以上,40,2005 ,鶴見区
　０～４歳,"12,580 ",2010,鶴見区
　５～９,"11,626 ",2010,鶴見区
　10～14,"11,288 ",2010,鶴見区
　15～19,"11,136 ",2010,鶴見区
　20～24,"14,920 ",2010,鶴見区
　25～29,"19,321 ",2010,鶴見区
　30～34,"21,410 ",2010,鶴見区
　35～39,"25,570 ",2010,鶴見区
　40～44,"22,148 ",2010,鶴見区
　45～49,"18,617 ",2010,鶴見区
　50～54,"15,919 ",2010,鶴見区
　55～59,"17,274 ",2010,鶴見区
　60～64,"19,213 ",2010,鶴見区
　65～69,"15,729 ",2010,鶴見区
　70～74,"12,014 ",2010,鶴見区
　75～79,"9,569 ",2010,鶴見区
　80～84,"6,501 ",2010,鶴見区
　85～89,"3,416 ",2010,鶴見区
　90～94,"1,386 ",2010,鶴見区
　95～99,341 ,2010,鶴見区
　100歳以上,56 ,2010,鶴見区
　０～４歳,"13,316 ",2015,鶴見区
　５～９,"12,306 ",2015,鶴見区
　10～14,"11,648 ",2015,鶴見区
　15～19,"12,092 ",2015,鶴見区
　20～24,"14,622 ",2015,鶴見区
　25～29,"18,378 ",2015,鶴見区
　30～34,"20,799 ",2015,鶴見区
　35～39,"22,180 ",2015,鶴見区
　40～44,"26,103 ",2015,鶴見区
　45～49,"22,512 ",2015,鶴見区
　50～54,"18,848 ",2015,鶴見区
　55～59,"15,858 ",2015,鶴見区
　60～64,"16,547 ",2015,鶴見区
　65～69,"18,207 ",2015,鶴見区
　70～74,"14,444 ",2015,鶴見区
　75～79,"10,588 ",2015,鶴見区
　80～84,"7,826 ",2015,鶴見区
　85～89,"4,571 ",2015,鶴見区
　90～94,"1,813 ",2015,鶴見区
　95～99,438 ,2015,鶴見区
　100歳以上,68 ,2015,鶴見区
　０～４歳,"13,409",1955 ,神奈川区
　５～９,"16,392",1955 ,神奈川区
　10～14,"13,710",1955 ,神奈川区
　15～19,"13,271",1955 ,神奈川区
　20～24,"15,853",1955 ,神奈川区
　25～29,"14,953",1955 ,神奈川区
　30～34,"11,422",1955 ,神奈川区
　35～39,"9,171",1955 ,神奈川区
　40～44,"8,442",1955 ,神奈川区
　45～49,"6,906",1955 ,神奈川区
　50～54,"5,856",1955 ,神奈川区
　55～59,"4,854",1955 ,神奈川区
　60～64,"3,530",1955 ,神奈川区
　65～69,"2,477",1955 ,神奈川区
　70～74,"1,427",1955 ,神奈川区
　75～79,791,1955 ,神奈川区
　80～84,257,1955 ,神奈川区
　85～89,69,1955 ,神奈川区
　90～94, 6 ,1955 ,神奈川区
　95～99, - ,1955 ,神奈川区
　100歳以上, - ,1955 ,神奈川区
　０～４歳,"13,702",1960 ,神奈川区
　５～９,"13,923",1960 ,神奈川区
　10～14,"17,247",1960 ,神奈川区
　15～19,"18,213",1960 ,神奈川区
　20～24,"19,533",1960 ,神奈川区
　25～29,"18,576",1960 ,神奈川区
　30～34,"16,415",1960 ,神奈川区
　35～39,"12,128",1960 ,神奈川区
　40～44,"9,484",1960 ,神奈川区
　45～49,"8,684",1960 ,神奈川区
　50～54,"6,982",1960 ,神奈川区
　55～59,"5,830",1960 ,神奈川区
　60～64,"4,555",1960 ,神奈川区
　65～69,"3,121",1960 ,神奈川区
　70～74,"2,087",1960 ,神奈川区
　75～79,"1,011",1960 ,神奈川区
　80～84,448,1960 ,神奈川区
　85～89,113,1960 ,神奈川区
　90～94, 16 ,1960 ,神奈川区
　95～99,        - ,1960 ,神奈川区
　100歳以上,        - ,1960 ,神奈川区
　０～４歳,"16,373",1965 ,神奈川区
　５～９,"13,200",1965 ,神奈川区
　10～14,"13,841",1965 ,神奈川区
　15～19,"21,191",1965 ,神奈川区
　20～24,"25,281",1965 ,神奈川区
　25～29,"21,275",1965 ,神奈川区
　30～34,"18,514",1965 ,神奈川区
　35～39,"16,158",1965 ,神奈川区
　40～44,"11,947",1965 ,神奈川区
　45～49,"9,343",1965 ,神奈川区
　50～54,"8,388",1965 ,神奈川区
　55～59,"6,722",1965 ,神奈川区
　60～64,"5,350",1965 ,神奈川区
　65～69,"3,917",1965 ,神奈川区
　70～74,"2,476",1965 ,神奈川区
　75～79,"1,451",1965 ,神奈川区
　80～84,566,1965 ,神奈川区
　85～89,214,1965 ,神奈川区
　90～94, 48 ,1965 ,神奈川区
　95～99, 3 ,1965 ,神奈川区
　100歳以上, - ,1965 ,神奈川区
　０～４歳,"17,368",1970 ,神奈川区
　５～９,"14,736",1970 ,神奈川区
　10～14,"12,536",1970 ,神奈川区
　15～19,"17,059",1970 ,神奈川区
　20～24,"28,375",1970 ,神奈川区
　25～29,"22,306",1970 ,神奈川区
　30～34,"18,256",1970 ,神奈川区
　35～39,"17,148",1970 ,神奈川区
　40～44,"14,888",1970 ,神奈川区
　45～49,"11,465",1970 ,神奈川区
　50～54,"8,815",1970 ,神奈川区
　55～59,"7,665",1970 ,神奈川区
　60～64,"5,983",1970 ,神奈川区
　65～69,"4,611",1970 ,神奈川区
　70～74,"3,192",1970 ,神奈川区
　75～79,"1,799",1970 ,神奈川区
　80～84,822,1970 ,神奈川区
　85～89,267,1970 ,神奈川区
　90～94, 63 ,1970 ,神奈川区
　95～99, 8 ,1970 ,神奈川区
　100歳以上, - ,1970 ,神奈川区
　０～４歳,"18,245 ",1975 ,神奈川区
　５～９,"14,966 ",1975 ,神奈川区
　10～14,"13,220 ",1975 ,神奈川区
　15～19,"14,444 ",1975 ,神奈川区
　20～24,"23,130 ",1975 ,神奈川区
　25～29,"25,384 ",1975 ,神奈川区
　30～34,"19,837 ",1975 ,神奈川区
　35～39,"16,190 ",1975 ,神奈川区
　40～44,"15,285 ",1975 ,神奈川区
　45～49,"13,917 ",1975 ,神奈川区
　50～54,"10,617 ",1975 ,神奈川区
　55～59,"8,129 ",1975 ,神奈川区
　60～64,"7,113 ",1975 ,神奈川区
　65～69,"5,294 ",1975 ,神奈川区
　70～74,"3,755 ",1975 ,神奈川区
　75～79,"2,357 ",1975 ,神奈川区
　80～84,"1,097 ",1975 ,神奈川区
　85～89,390 ,1975 ,神奈川区
　90～94, 86 ,1975 ,神奈川区
　95～99, 8 ,1975 ,神奈川区
　100歳以上, 1 ,1975 ,神奈川区
　０～４歳,"13,591 ",1980 ,神奈川区
　５～９,"14,535 ",1980 ,神奈川区
　10～14,"13,046 ",1980 ,神奈川区
　15～19,"14,319 ",1980 ,神奈川区
　20～24,"18,218 ",1980 ,神奈川区
　25～29,"18,347 ",1980 ,神奈川区
　30～34,"20,173 ",1980 ,神奈川区
　35～39,"16,124 ",1980 ,神奈川区
　40～44,"13,912 ",1980 ,神奈川区
　45～49,"13,813 ",1980 ,神奈川区
　50～54,"12,619 ",1980 ,神奈川区
　55～59,"9,676 ",1980 ,神奈川区
　60～64,"7,347 ",1980 ,神奈川区
　65～69,"6,202 ",1980 ,神奈川区
　70～74,"4,437 ",1980 ,神奈川区
　75～79,"2,865 ",1980 ,神奈川区
　80～84,"1,517 ",1980 ,神奈川区
　85～89,503 ,1980 ,神奈川区
　90～94, 128 ,1980 ,神奈川区
　95～99, 19 ,1980 ,神奈川区
　100歳以上, - ,1980 ,神奈川区
　０～４歳,"11,691 ",1985 ,神奈川区
　５～９,"11,859 ",1985 ,神奈川区
　10～14,"13,354 ",1985 ,神奈川区
　15～19,"14,190 ",1985 ,神奈川区
　20～24,"18,952 ",1985 ,神奈川区
　25～29,"16,200 ",1985 ,神奈川区
　30～34,"16,397 ",1985 ,神奈川区
　35～39,"18,132 ",1985 ,神奈川区
　40～44,"14,922 ",1985 ,神奈川区
　45～49,"13,270 ",1985 ,神奈川区
　50～54,"13,058 ",1985 ,神奈川区
　55～59,"11,821 ",1985 ,神奈川区
　60～64,"8,848 ",1985 ,神奈川区
　65～69,"6,513 ",1985 ,神奈川区
　70～74,"5,323 ",1985 ,神奈川区
　75～79,"3,538 ",1985 ,神奈川区
　80～84,"1,904 ",1985 ,神奈川区
　85～89,788 ,1985 ,神奈川区
　90～94, 188 ,1985 ,神奈川区
　95～99, 27 ,1985 ,神奈川区
　100歳以上, 3 ,1985 ,神奈川区
　０～４歳,"9,645",1990 ,神奈川区
　５～９,"10,254",1990 ,神奈川区
　10～14,"11,055",1990 ,神奈川区
　15～19,"14,878",1990 ,神奈川区
　20～24,"20,096",1990 ,神奈川区
　25～29,"18,008",1990 ,神奈川区
　30～34,"14,816",1990 ,神奈川区
　35～39,"14,761",1990 ,神奈川区
　40～44,"17,126",1990 ,神奈川区
　45～49,"14,508",1990 ,神奈川区
　50～54,"13,006",1990 ,神奈川区
　55～59,"12,574",1990 ,神奈川区
　60～64,"11,034",1990 ,神奈川区
　65～69,"8,100",1990 ,神奈川区
　70～74,"5,728",1990 ,神奈川区
　75～79,"4,354",1990 ,神奈川区
　80～84,"2,520",1990 ,神奈川区
　85～89,"1,109",1990 ,神奈川区
　90～94,324,1990 ,神奈川区
　95～99,37,1990 ,神奈川区
　100歳以上,5,1990 ,神奈川区
　０～４歳,"8,545",1995 ,神奈川区
　５～９,"8,523",1995 ,神奈川区
　10～14,"9,446",1995 ,神奈川区
　15～19,"12,474",1995 ,神奈川区
　20～24,"20,815",1995 ,神奈川区
　25～29,"19,321",1995 ,神奈川区
　30～34,"16,241",1995 ,神奈川区
　35～39,"13,309",1995 ,神奈川区
　40～44,"13,787",1995 ,神奈川区
　45～49,"16,963",1995 ,神奈川区
　50～54,"14,443",1995 ,神奈川区
　55～59,"12,664",1995 ,神奈川区
　60～64,"11,866",1995 ,神奈川区
　65～69,"10,055",1995 ,神奈川区
　70～74,"7,153",1995 ,神奈川区
　75～79,"4,794",1995 ,神奈川区
　80～84,"3,177",1995 ,神奈川区
　85～89,"1,553",1995 ,神奈川区
　90～94,466,1995 ,神奈川区
　95～99,89,1995 ,神奈川区
　100歳以上,5,1995 ,神奈川区
　０～４歳,"8,637",2000,神奈川区
　５～９,"7,925",2000,神奈川区
　10～14,"8,343",2000,神奈川区
　15～19,"11,311",2000,神奈川区
　20～24,"18,260",2000,神奈川区
　25～29,"20,051",2000,神奈川区
　30～34,"18,853",2000,神奈川区
　35～39,"15,206",2000,神奈川区
　40～44,"12,776",2000,神奈川区
　45～49,"13,621",2000,神奈川区
　50～54,"16,577",2000,神奈川区
　55～59,"13,779",2000,神奈川区
　60～64,"11,842",2000,神奈川区
　65～69,"10,970",2000,神奈川区
　70～74,"8,958",2000,神奈川区
　75～79,"6,225",2000,神奈川区
　80～84,"3,767",2000,神奈川区
　85～89,"2,089",2000,神奈川区
　90～94,717,2000,神奈川区
　95～99,147,2000,神奈川区
　100歳以上,6,2000,神奈川区
　０～４歳,"8,997",2005 ,神奈川区
　５～９,"8,287",2005 ,神奈川区
　10～14,"7,851",2005 ,神奈川区
　15～19,"10,263",2005 ,神奈川区
　20～24,"17,044",2005 ,神奈川区
　25～29,"18,906",2005 ,神奈川区
　30～34,"21,128",2005 ,神奈川区
　35～39,"18,988",2005 ,神奈川区
　40～44,"15,662",2005 ,神奈川区
　45～49,"13,061",2005 ,神奈川区
　50～54,"13,811",2005 ,神奈川区
　55～59,"16,408",2005 ,神奈川区
　60～64,"13,147",2005 ,神奈川区
　65～69,"11,140",2005 ,神奈川区
　70～74,"9,990",2005 ,神奈川区
　75～79,"7,857",2005 ,神奈川区
　80～84,"4,922",2005 ,神奈川区
　85～89,"2,539",2005 ,神奈川区
　90～94,"1,062",2005 ,神奈川区
　95～99,255,2005 ,神奈川区
　100歳以上,35,2005 ,神奈川区
　０～４歳,"9,652 ",2010,神奈川区
　５～９,"8,740 ",2010,神奈川区
　10～14,"8,315 ",2010,神奈川区
　15～19,"9,847 ",2010,神奈川区
　20～24,"15,577 ",2010,神奈川区
　25～29,"17,613 ",2010,神奈川区
　30～34,"18,864 ",2010,神奈川区
　35～39,"21,331 ",2010,神奈川区
　40～44,"19,292 ",2010,神奈川区
　45～49,"15,840 ",2010,神奈川区
　50～54,"13,092 ",2010,神奈川区
　55～59,"13,725 ",2010,神奈川区
　60～64,"15,802 ",2010,神奈川区
　65～69,"12,726 ",2010,神奈川区
　70～74,"10,454 ",2010,神奈川区
　75～79,"9,025 ",2010,神奈川区
　80～84,"6,433 ",2010,神奈川区
　85～89,"3,455 ",2010,神奈川区
　90～94,"1,385 ",2010,神奈川区
　95～99,374 ,2010,神奈川区
　100歳以上,66 ,2010,神奈川区
　０～４歳,"9,582 ",2015,神奈川区
　５～９,"8,919 ",2015,神奈川区
　10～14,"8,675 ",2015,神奈川区
　15～19,"10,320 ",2015,神奈川区
　20～24,"14,463 ",2015,神奈川区
　25～29,"16,129 ",2015,神奈川区
　30～34,"17,482 ",2015,神奈川区
　35～39,"18,599 ",2015,神奈川区
　40～44,"21,273 ",2015,神奈川区
　45～49,"19,193 ",2015,神奈川区
　50～54,"15,717 ",2015,神奈川区
　55～59,"12,849 ",2015,神奈川区
　60～64,"13,101 ",2015,神奈川区
　65～69,"15,005 ",2015,神奈川区
　70～74,"11,746 ",2015,神奈川区
　75～79,"9,356 ",2015,神奈川区
　80～84,"7,323 ",2015,神奈川区
　85～89,"4,511 ",2015,神奈川区
　90～94,"1,803 ",2015,神奈川区
　95～99,498 ,2015,神奈川区
　100歳以上,72 ,2015,神奈川区
　０～４歳," 8,710 ",1955 ,西区
　５～９," 10,881 ",1955 ,西区
　10～14," 9,401 ",1955 ,西区
　15～19," 9,503 ",1955 ,西区
　20～24," 11,060 ",1955 ,西区
　25～29," 10,532 ",1955 ,西区
　30～34," 8,085 ",1955 ,西区
　35～39," 6,499 ",1955 ,西区
　40～44," 6,008 ",1955 ,西区
　45～49," 4,906 ",1955 ,西区
　50～54," 4,406 ",1955 ,西区
　55～59," 3,671 ",1955 ,西区
　60～64," 2,785 ",1955 ,西区
　65～69," 1,972 ",1955 ,西区
　70～74," 1,160 ",1955 ,西区
　75～79, 599 ,1955 ,西区
　80～84, 203 ,1955 ,西区
　85～89, 54 ,1955 ,西区
　90～94, 5 ,1955 ,西区
　95～99, 1 ,1955 ,西区
　100歳以上, - ,1955 ,西区
　０～４歳," 7,592 ",1960 ,西区
　５～９," 8,011 ",1960 ,西区
　10～14," 10,423 ",1960 ,西区
　15～19," 11,033 ",1960 ,西区
　20～24," 11,133 ",1960 ,西区
　25～29," 10,836 ",1960 ,西区
　30～34," 9,647 ",1960 ,西区
　35～39," 7,368 ",1960 ,西区
　40～44," 6,016 ",1960 ,西区
　45～49," 5,595 ",1960 ,西区
　50～54," 4,486 ",1960 ,西区
　55～59," 3,945 ",1960 ,西区
　60～64," 3,167 ",1960 ,西区
　65～69," 2,257 ",1960 ,西区
　70～74," 1,510 ",1960 ,西区
　75～79, 745 ,1960 ,西区
　80～84, 310 ,1960 ,西区
　85～89, 84 ,1960 ,西区
　90～94, 13 ,1960 ,西区
　95～99, 2 ,1960 ,西区
　100歳以上, - ,1960 ,西区
　０～４歳," 7,564 ",1965 ,西区
　５～９," 6,593 ",1965 ,西区
　10～14," 7,467 ",1965 ,西区
　15～19," 11,294 ",1965 ,西区
　20～24," 12,345 ",1965 ,西区
　25～29," 10,513 ",1965 ,西区
　30～34," 9,419 ",1965 ,西区
　35～39," 8,595 ",1965 ,西区
　40～44," 6,740 ",1965 ,西区
　45～49," 5,559 ",1965 ,西区
　50～54," 5,054 ",1965 ,西区
　55～59," 3,921 ",1965 ,西区
　60～64," 3,301 ",1965 ,西区
　65～69," 2,550 ",1965 ,西区
　70～74," 1,717 ",1965 ,西区
　75～79," 1,027 ",1965 ,西区
　80～84, 425 ,1965 ,西区
　85～89, 140 ,1965 ,西区
　90～94, 29 ,1965 ,西区
　95～99, 2 ,1965 ,西区
　100歳以上, - ,1965 ,西区
　０～４歳," 7,131 ",1970 ,西区
　５～９," 6,375 ",1970 ,西区
　10～14," 5,955 ",1970 ,西区
　15～19," 8,024 ",1970 ,西区
　20～24," 12,180 ",1970 ,西区
　25～29," 9,745 ",1970 ,西区
　30～34," 7,909 ",1970 ,西区
　35～39," 7,912 ",1970 ,西区
　40～44," 7,524 ",1970 ,西区
　45～49," 5,956 ",1970 ,西区
　50～54," 4,875 ",1970 ,西区
　55～59," 4,268 ",1970 ,西区
　60～64," 3,394 ",1970 ,西区
　65～69," 2,745 ",1970 ,西区
　70～74," 1,950 ",1970 ,西区
　75～79," 1,156 ",1970 ,西区
　80～84, 552 ,1970 ,西区
　85～89, 206 ,1970 ,西区
　90～94, 46 ,1970 ,西区
　95～99, 3 ,1970 ,西区
　100歳以上, - ,1970 ,西区
　０～４歳," 6,311 ",1975 ,西区
　５～９," 5,735 ",1975 ,西区
　10～14," 5,400 ",1975 ,西区
　15～19," 5,876 ",1975 ,西区
　20～24," 8,248 ",1975 ,西区
　25～29," 9,472 ",1975 ,西区
　30～34," 7,503 ",1975 ,西区
　35～39," 6,390 ",1975 ,西区
　40～44," 6,774 ",1975 ,西区
　45～49," 6,571 ",1975 ,西区
　50～54," 5,248 ",1975 ,西区
　55～59," 4,248 ",1975 ,西区
　60～64," 3,731 ",1975 ,西区
　65～69," 2,845 ",1975 ,西区
　70～74," 2,181 ",1975 ,西区
　75～79," 1,402 ",1975 ,西区
　80～84, 690 ,1975 ,西区
　85～89, 250 ,1975 ,西区
　90～94, 76 ,1975 ,西区
　95～99, 8 ,1975 ,西区
　100歳以上, - ,1975 ,西区
　０～４歳," 4,499 ",1980 ,西区
　５～９," 5,230 ",1980 ,西区
　10～14," 4,976 ",1980 ,西区
　15～19," 5,237 ",1980 ,西区
　20～24," 6,055 ",1980 ,西区
　25～29," 6,720 ",1980 ,西区
　30～34," 7,435 ",1980 ,西区
　35～39," 6,145 ",1980 ,西区
　40～44," 5,472 ",1980 ,西区
　45～49," 6,049 ",1980 ,西区
　50～54," 5,791 ",1980 ,西区
　55～59," 4,653 ",1980 ,西区
　60～64," 3,723 ",1980 ,西区
　65～69," 3,179 ",1980 ,西区
　70～74," 2,355 ",1980 ,西区
　75～79," 1,572 ",1980 ,西区
　80～84, 906 ,1980 ,西区
　85～89, 324 ,1980 ,西区
　90～94, 84 ,1980 ,西区
　95～99, 10 ,1980 ,西区
　100歳以上, 1 ,1980 ,西区
　０～４歳," 4,132 ",1985 ,西区
　５～９," 4,064 ",1985 ,西区
　10～14," 4,921 ",1985 ,西区
